Order ID,Order Date,Product Name,Sub-Category,Region,Sales,Profit,Discount,Quantity,Year,Month,YearMonth
CA-2015-106320,2015-09-25,Bretford CR4500 Series Slim Rectangular Table,Tables,West,1044.63,240.2649,0.0,3,2015,9,2015-09
CA-2016-121755,2016-01-16,Wilson Jones Active Use Binders,Binders,West,11.648,4.2224,0.2,2,2016,1,2016-01
CA-2016-121755,2016-01-16,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Accessories,West,90.57,11.7741,0.0,3,2016,1,2016-01
US-2015-150630,2015-09-17,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,East,3083.43,-1665.0522,0.5,7,2015,9,2015-09
US-2015-150630,2015-09-17,Avery Recycled Flexi-View Covers for Binding Systems,Binders,East,9.618,-7.0532,0.7,2,2015,9,2015-09
US-2015-150630,2015-09-17,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,East,124.2,15.525,0.2,3,2015,9,2015-09
US-2015-150630,2015-09-17,Poly String Tie Envelopes,Envelopes,East,3.264,1.1016,0.2,2,2015,9,2015-09
US-2015-150630,2015-09-17,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Art,East,86.304,9.7092,0.2,6,2015,9,2015-09
US-2015-150630,2015-09-17,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders,East,6.858,-5.715,0.7,6,2015,9,2015-09
US-2015-150630,2015-09-17,Lumber Crayons,Art,East,15.76,3.546,0.2,2,2015,9,2015-09
CA-2017-107727,2017-10-19,Easy-staple paper,Paper,Central,29.472,9.9468,0.2,3,2017,10,2017-10
CA-2016-117590,2016-12-08,GE 30524EE4,Phones,Central,1097.544,123.4737,0.2,7,2016,12,2016-12
CA-2016-117590,2016-12-08,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furnishings,Central,190.92,-147.963,0.6,5,2016,12,2016-12
CA-2015-117415,2015-12-27,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Central,113.328,35.415,0.2,9,2015,12,2015-12
CA-2015-117415,2015-12-27,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Central,532.3992,-46.9764,0.32,3,2015,12,2015-12
CA-2015-117415,2015-12-27,"Global Fabric Manager's Chair, Dark Gray",Chairs,Central,212.058,-15.147,0.3,3,2015,12,2015-12
CA-2015-117415,2015-12-27,Plantronics HL10 Handset Lifter,Phones,Central,371.168,41.7564,0.2,4,2015,12,2015-12
CA-2017-120999,2017-09-10,Panasonic Kx-TS550,Phones,Central,147.168,16.5564,0.2,4,2017,9,2017-09
CA-2016-101343,2016-07-17,"Eldon Base for stackable storage shelf, platinum",Storage,West,77.88,3.894,0.0,2,2016,7,2016-07
CA-2017-139619,2017-09-19,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage,South,95.616,9.5616,0.2,2,2017,9,2017-09
CA-2016-118255,2016-03-11,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Accessories,Central,45.98,19.7714,0.0,2,2016,3,2016-03
CA-2016-118255,2016-03-11,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,Central,17.46,8.2062,0.0,2,2016,3,2016-03
CA-2014-146703,2014-10-20,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,Central,211.96,8.4784,0.0,4,2014,10,2014-10
CA-2016-169194,2016-06-20,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Accessories,East,45.0,4.95,0.0,3,2016,6,2016-06
CA-2016-169194,2016-06-20,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Phones,East,21.8,6.104,0.0,2,2016,6,2016-06
CA-2015-115742,2015-04-18,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Binders,Central,38.22,17.9634,0.0,6,2015,4,2015-04
CA-2015-115742,2015-04-18,Avery 485,Labels,Central,75.18,35.3346,0.0,6,2015,4,2015-04
CA-2015-115742,2015-04-18,Longer-Life Soft White Bulbs,Furnishings,Central,6.16,2.9568,0.0,2,2015,4,2015-04
CA-2015-115742,2015-04-18,"Global Leather Task Chair, Black",Chairs,Central,89.99,17.0981,0.0,1,2015,4,2015-04
CA-2016-105816,2016-12-11,Advantus Push Pins,Fasteners,East,15.26,6.2566,0.0,7,2016,12,2016-12
CA-2016-105816,2016-12-11,AT&T CL83451 4-Handset Telephone,Phones,East,1029.95,298.6855,0.0,5,2016,12,2016-12
CA-2016-111682,2016-06-17,Home/Office Personal File Carts,Storage,East,208.56,52.14,0.0,6,2016,6,2016-06
CA-2016-111682,2016-06-17,Xerox 232,Paper,East,32.4,15.552,0.0,5,2016,6,2016-06
CA-2016-111682,2016-06-17,Novimex Turbo Task Chair,Chairs,East,319.41,7.098,0.1,5,2016,6,2016-06
CA-2016-111682,2016-06-17,"Array Parchment Paper, Assorted Colors",Paper,East,14.56,6.9888,0.0,2,2016,6,2016-06
CA-2016-111682,2016-06-17,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Accessories,East,30.0,3.3,0.0,2,2016,6,2016-06
CA-2016-111682,2016-06-17,Plastic Binding Combs,Binders,East,48.48,16.362,0.2,4,2016,6,2016-06
CA-2016-111682,2016-06-17,Prang Dustless Chalk Sticks,Art,East,1.68,0.84,0.0,1,2016,6,2016-06
CA-2015-135545,2015-11-24,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Accessories,West,13.98,6.1512,0.0,2,2015,11,2015-11
CA-2015-135545,2015-11-24,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Binders,West,25.824,9.3612,0.2,6,2015,11,2015-11
CA-2015-135545,2015-11-24,Xerox 1943,Paper,West,146.73,68.9631,0.0,3,2015,11,2015-11
CA-2015-135545,2015-11-24,Luxo Economy Swing Arm Lamp,Furnishings,West,79.76,22.3328,0.0,4,2015,11,2015-11
US-2015-164175,2015-04-30,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Central,213.115,-15.2225,0.3,5,2015,4,2015-04
CA-2014-106376,2014-12-05,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Art,West,1113.024,111.3024,0.2,8,2014,12,2014-12
CA-2014-106376,2014-12-05,netTALK DUO VoIP Telephone Service,Phones,West,167.968,62.988,0.2,4,2014,12,2014-12
CA-2016-119823,2016-06-04,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,South,75.88,35.6636,0.0,2,2016,6,2016-06
CA-2016-106075,2016-09-18,Avery Binding System Hidden Tab Executive Style Index Sets,Binders,East,4.616,1.731,0.2,1,2016,9,2016-09
CA-2017-114440,2017-09-14,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Central,19.05,8.763,0.0,3,2017,9,2017-09
US-2015-134026,2015-04-26,High-Back Leather Manager's Chair,Chairs,South,831.936,-114.3912,0.2,8,2015,4,2015-04
US-2015-134026,2015-04-26,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furnishings,South,97.04,1.213,0.2,2,2015,4,2015-04
US-2015-134026,2015-04-26,Safco Industrial Wire Shelving System,Storage,South,72.784,-18.196,0.2,1,2015,4,2015-04
US-2017-118038,2017-12-09,Economy Binders,Binders,Central,1.248,-1.9344,0.8,3,2017,12,2017-12
US-2017-118038,2017-12-09,"6"" Cubicle Wall Clock, Black",Furnishings,Central,9.708,-5.8248,0.6,3,2017,12,2017-12
US-2017-118038,2017-12-09,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage,Central,27.24,2.724,0.2,3,2017,12,2017-12
US-2014-147606,2014-11-26,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furnishings,Central,19.3,-14.475,0.6,5,2014,11,2014-11
CA-2016-127208,2016-06-12,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,South,208.16,56.2032,0.0,1,2016,6,2016-06
CA-2016-127208,2016-06-12,Avery Heavy-Duty EZD  Binder With Locking Rings,Binders,South,16.74,8.0352,0.0,3,2016,6,2016-06
CA-2014-139451,2014-10-12,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Art,West,14.9,4.172,0.0,5,2014,10,2014-10
CA-2014-139451,2014-10-12,"Sortfiler Multipurpose Personal File Organizer, Black",Storage,West,21.39,6.2031,0.0,1,2014,10,2014-10
CA-2015-149734,2015-09-03,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,South,200.984,62.8075,0.2,7,2015,9,2015-09
US-2017-119662,2017-11-13,Safco Industrial Wire Shelving,Storage,Central,230.376,-48.9549,0.2,3,2017,11,2017-11
CA-2017-140088,2017-05-28,Novimex Swivel Fabric Task Chair,Chairs,South,301.96,33.2156,0.0,2,2017,5,2017-05
CA-2017-155558,2017-10-26,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Accessories,Central,19.99,6.7966,0.0,1,2017,10,2017-10
CA-2017-155558,2017-10-26,Avery 511,Labels,Central,6.16,2.9568,0.0,2,2017,10,2017-10
CA-2016-159695,2016-04-05,Eldon Portable Mobile Manager,Storage,Central,158.368,13.8572,0.2,7,2016,4,2016-04
CA-2016-109806,2016-09-17,Turquoise Lead Holder with Pocket Clip,Art,West,20.1,6.633,0.0,3,2016,9,2016-09
CA-2016-109806,2016-09-17,Panasonic Kx-TS550,Phones,West,73.584,8.2782,0.2,2,2016,9,2016-09
CA-2016-109806,2016-09-17,Xerox 1995,Paper,West,6.48,3.1104,0.0,1,2016,9,2016-09
CA-2015-149587,2015-01-31,Xerox 1999,Paper,Central,12.96,6.2208,0.0,2,2015,1,2015-01
CA-2015-149587,2015-01-31,"Seth Thomas 13 1/2"" Wall Clock",Furnishings,Central,53.34,16.5354,0.0,3,2015,1,2015-01
CA-2015-149587,2015-01-31,Ibico Standard Transparent Covers,Binders,Central,32.96,16.1504,0.0,2,2015,1,2015-01
US-2017-109484,2017-11-06,Flexible Leather- Look Classic Collection Ring Binder,Binders,West,5.682,-3.788,0.7,1,2017,11,2017-11
CA-2017-161018,2017-11-09,9-3/4 Diameter Round Wall Clock,Furnishings,East,96.53,40.5426,0.0,7,2017,11,2017-11
CA-2017-157833,2017-06-17,Trimflex Flexible Post Binders,Binders,West,51.312,17.9592,0.2,3,2017,6,2017-06
CA-2016-149223,2016-09-06,Fellowes Basic Home/Office Series Surge Protectors,Appliances,Central,77.88,22.5852,0.0,6,2016,9,2016-09
CA-2016-158568,2016-08-29,Avery Personal Creations Heavyweight Cards,Paper,Central,64.624,22.6184,0.2,7,2016,8,2016-08
CA-2016-158568,2016-08-29,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Accessories,Central,95.976,-10.7973,0.2,3,2016,8,2016-08
CA-2016-158568,2016-08-29,Avery Hidden Tab Dividers for Binding Systems,Binders,Central,1.788,-3.0396,0.8,3,2016,8,2016-08
CA-2016-129903,2016-12-01,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,Central,23.92,11.7208,0.0,4,2016,12,2016-12
US-2015-156867,2015-11-13,Logitech K350 2.4Ghz Wireless Keyboard,Accessories,West,238.896,-26.8758,0.2,6,2015,11,2015-11
US-2015-156867,2015-11-13,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furnishings,West,102.36,-3.8385,0.2,3,2015,11,2015-11
US-2015-156867,2015-11-13,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders,West,36.882,-25.8174,0.7,3,2015,11,2015-11
CA-2017-119004,2017-11-23,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Accessories,South,74.112,17.6016,0.2,8,2017,11,2017-11
CA-2017-119004,2017-11-23,Speck Products Candyshell Flip Case,Phones,South,27.992,2.0994,0.2,1,2017,11,2017-11
CA-2017-119004,2017-11-23,Newell Chalk Holder,Art,South,3.304,1.0738,0.2,1,2017,11,2017-11
CA-2015-129476,2015-10-15,Logitech Gaming G510s - Keyboard,Accessories,Central,339.96,67.992,0.2,5,2015,10,2015-10
CA-2017-146780,2017-12-25,Magnifier Swing Arm Lamp,Furnishings,East,41.96,10.9096,0.0,2,2017,12,2017-12
CA-2016-128867,2016-11-03,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Central,75.96,22.788,0.0,2,2016,11,2016-11
CA-2016-128867,2016-11-03,"Avery Durable Plastic 1"" Binders",Binders,Central,27.24,13.3476,0.0,6,2016,11,2016-11
CA-2014-115259,2014-08-25,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,East,40.096,14.5348,0.2,14,2014,8,2014-08
CA-2014-115259,2014-08-25,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Envelopes,East,4.72,1.652,0.2,2,2014,8,2014-08
CA-2014-115259,2014-08-25,Xerox 1921,Paper,East,23.976,7.4925,0.2,3,2014,8,2014-08
CA-2014-115259,2014-08-25,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,East,130.464,44.0316,0.2,6,2014,8,2014-08
CA-2015-110457,2015-03-02,Hon Racetrack Conference Tables,Tables,West,787.53,165.3813,0.0,3,2015,3,2015-03
US-2015-136476,2015-04-05,GBC DocuBind 300 Electric Binding Machine,Binders,South,157.794,-115.7156,0.7,1,2015,4,2015-04
CA-2016-103730,2016-06-12,Artistic Insta-Plaque,Furnishings,East,47.04,18.3456,0.0,3,2016,6,2016-06
CA-2016-103730,2016-06-12,DXL Angle-View Binders with Locking Rings by Samsill,Binders,East,30.84,13.878,0.0,4,2016,6,2016-06
CA-2016-103730,2016-06-12,"Companion Letter/Legal File, Black",Storage,East,226.56,63.4368,0.0,6,2016,6,2016-06
CA-2016-103730,2016-06-12,Globe Weis Peel & Seel First Class Envelopes,Envelopes,East,115.02,51.759,0.0,9,2016,6,2016-06
CA-2016-103730,2016-06-12,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Phones,East,68.04,19.7316,0.0,7,2016,6,2016-06
US-2014-152030,2014-12-26,Global Deluxe High-Back Manager's Chair,Chairs,Central,600.558,-8.5794,0.3,3,2014,12,2014-12
US-2014-134614,2014-09-20,Bevis 44 x 96 Conference Tables,Tables,Central,617.7,-407.682,0.5,6,2014,9,2014-09
US-2017-107272,2017-11-05,"Avery Durable Slant Ring Binders, No Labels",Binders,West,2.388,-1.8308,0.7,2,2017,11,2017-11
US-2017-107272,2017-11-05,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,West,243.992,30.499,0.2,7,2017,11,2017-11
US-2016-125969,2016-11-06,"Global Task Chair, Black",Chairs,West,81.424,-9.1602,0.2,2,2016,11,2016-11
US-2016-125969,2016-11-06,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,West,238.56,26.2416,0.0,3,2016,11,2016-11
US-2017-164147,2017-02-02,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,East,59.97,-11.994,0.4,5,2017,2,2017-02
US-2017-164147,2017-02-02,Xerox 1916,Paper,East,78.304,29.364,0.2,2,2017,2,2017-02
US-2017-164147,2017-02-02,Staples,Fasteners,East,21.456,6.9732,0.2,9,2017,2,2017-02
CA-2016-145583,2016-10-13,Xerox 195,Paper,West,20.04,9.6192,0.0,3,2016,10,2016-10
CA-2016-145583,2016-10-13,Xerox 1880,Paper,West,35.44,16.6568,0.0,1,2016,10,2016-10
CA-2016-145583,2016-10-13,"Sanford Colorific Colored Pencils, 12/Box",Art,West,11.52,3.456,0.0,4,2016,10,2016-10
CA-2016-145583,2016-10-13,Ideal Clamps,Fasteners,West,4.02,1.9698,0.0,2,2016,10,2016-10
CA-2016-145583,2016-10-13,GBC Wire Binding Strips,Binders,West,76.176,26.6616,0.2,3,2016,10,2016-10
CA-2016-145583,2016-10-13,Fiskars Softgrip Scissors,Supplies,West,65.88,18.4464,0.0,6,2016,10,2016-10
CA-2016-145583,2016-10-13,Longer-Life Soft White Bulbs,Furnishings,West,43.12,20.6976,0.0,14,2016,10,2016-10
CA-2016-110366,2016-09-05,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,East,82.8,10.35,0.2,2,2016,9,2016-09
CA-2017-106180,2017-09-18,Newell 343,Art,West,8.82,2.3814,0.0,3,2017,9,2017-09
CA-2017-106180,2017-09-18,Convenience Packs of Business Envelopes,Envelopes,West,10.86,5.1042,0.0,3,2017,9,2017-09
CA-2017-106180,2017-09-18,Xerox 1911,Paper,West,143.7,68.976,0.0,3,2017,9,2017-09
CA-2017-155376,2017-12-22,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Central,839.43,218.2518,0.0,3,2017,12,2017-12
CA-2015-110744,2015-09-07,Safco Industrial Wire Shelving,Storage,West,671.93,20.1579,0.0,7,2015,9,2015-09
CA-2014-110072,2014-10-22,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,East,93.888,12.9096,0.2,4,2014,10,2014-10
CA-2016-114489,2016-12-05,Plantronics Cordless Phone Headset with In-line Volume - M214C,Phones,Central,384.45,103.8015,0.0,11,2016,12,2016-12
CA-2016-114489,2016-12-05,Anker Astro 15000mAh USB Portable Charger,Phones,Central,149.97,5.9988,0.0,3,2016,12,2016-12
CA-2016-114489,2016-12-05,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,Central,1951.84,585.552,0.0,8,2016,12,2016-12
CA-2016-114489,2016-12-05,GBC Prestige Therm-A-Bind Covers,Binders,Central,171.55,80.6285,0.0,5,2016,12,2016-12
CA-2016-158834,2016-03-13,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Appliances,West,157.92,17.766,0.2,5,2016,3,2016-03
CA-2016-158834,2016-03-13,Jabra BIZ 2300 Duo QD Duo Corded Headset,Phones,West,203.184,15.2388,0.2,2,2016,3,2016-03
CA-2015-124919,2015-05-31,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,West,58.38,26.271,0.0,7,2015,5,2015-05
CA-2015-124919,2015-05-31,Xerox 1883,Paper,West,105.52,48.5392,0.0,4,2015,5,2015-05
CA-2015-124919,2015-05-31,"Tenex Personal Project File with Scoop Front Design, Black",Storage,West,80.88,21.0288,0.0,6,2015,5,2015-05
CA-2015-118948,2015-05-28,Newell 311,Art,West,6.63,1.7901,0.0,3,2015,5,2015-05
CA-2014-104269,2014-03-01,Global Deluxe High-Back Manager's Chair,Chairs,West,457.568,51.4764,0.2,2,2014,3,2014-03
CA-2016-114104,2016-11-20,Avery 519,Labels,Central,14.62,6.8714,0.0,2,2016,11,2016-11
CA-2016-114104,2016-11-20,Avaya 5420 Digital phone,Phones,Central,944.93,236.2325,0.0,7,2016,11,2016-11
CA-2016-162733,2016-05-11,Xerox 1920,Paper,West,5.98,2.691,0.0,1,2016,5,2016-05
CA-2015-119697,2015-12-28,Lenovo 17-Key USB Numeric Keypad,Accessories,East,54.384,1.3596,0.2,2,2015,12,2015-12
CA-2016-154508,2016-11-16,Staple envelope,Envelopes,West,28.4,13.348,0.0,5,2016,11,2016-11
CA-2016-113817,2016-11-07,Wilson Jones International Size A4 Ring Binders,Binders,West,27.68,9.688,0.2,2,2016,11,2016-11
CA-2014-139892,2014-09-08,BIC Brite Liner Highlighters,Art,Central,9.936,2.7324,0.2,3,2014,9,2014-09
CA-2014-139892,2014-09-08,Lexmark MX611dhe Monochrome Laser Printer,Machines,Central,8159.952,-1359.992,0.4,8,2014,9,2014-09
CA-2014-139892,2014-09-08,Space Solutions HD Industrial Steel Shelving.,Storage,Central,275.928,-58.6347,0.2,3,2014,9,2014-09
CA-2014-139892,2014-09-08,SAFCO Arco Folding Chair,Chairs,Central,1740.06,-24.858,0.3,9,2014,9,2014-09
CA-2014-139892,2014-09-08,Sanford Liquid Accent Highlighters,Art,Central,32.064,6.8136,0.2,6,2014,9,2014-09
CA-2014-139892,2014-09-08,Kensington 7 Outlet MasterPiece Power Center,Appliances,Central,177.98,-453.849,0.8,5,2014,9,2014-09
CA-2014-139892,2014-09-08,JBL Micro Wireless Portable Bluetooth Speaker,Phones,Central,143.976,8.9985,0.2,3,2014,9,2014-09
CA-2014-118962,2014-08-05,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Paper,West,20.94,9.8418,0.0,3,2014,8,2014-08
CA-2014-118962,2014-08-05,Xerox 1913,Paper,West,110.96,53.2608,0.0,2,2014,8,2014-08
CA-2014-118962,2014-08-05,"Global Value Steno Chair, Gray",Chairs,West,340.144,21.259,0.2,7,2014,8,2014-08
US-2014-100853,2014-09-14,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,Central,52.448,-131.12,0.8,2,2014,9,2014-09
US-2014-100853,2014-09-14,Avery 51,Labels,Central,20.16,6.552,0.2,4,2014,9,2014-09
US-2017-152366,2017-04-21,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,Central,97.264,-243.16,0.8,4,2017,4,2017-04
US-2015-101511,2015-11-21,"Padded Folding Chairs, Black, 4/Carton",Chairs,East,396.802,-11.3372,0.3,7,2015,11,2015-11
US-2015-101511,2015-11-21,Acme Rosewood Handle Letter Opener,Supplies,East,15.88,-3.7715,0.2,5,2015,11,2015-11
CA-2015-137225,2015-12-15,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Art,East,3.28,1.4104,0.0,1,2015,12,2015-12
CA-2014-166191,2014-12-05,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,Central,24.816,1.8612,0.2,2,2014,12,2014-12
CA-2014-166191,2014-12-05,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Central,408.744,76.6395,0.2,7,2014,12,2014-12
CA-2014-158274,2014-11-19,AT&T TR1909W,Phones,South,503.96,131.0296,0.0,4,2014,11,2014-11
CA-2014-158274,2014-11-19,Nokia Lumia 521 (T-Mobile),Phones,South,149.95,41.986,0.0,5,2014,11,2014-11
CA-2014-158274,2014-11-19,HP Standard 104 key PS/2 Keyboard,Accessories,South,29.0,7.25,0.0,2,2014,11,2014-11
CA-2016-105018,2016-11-28,Avery Poly Binder Pockets,Binders,East,7.16,3.4368,0.0,2,2016,11,2016-11
CA-2014-123260,2014-08-26,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,West,176.8,22.984,0.0,8,2014,8,2014-08
CA-2016-157000,2016-07-16,"Personal Filing Tote with Lid, Black/Gray",Storage,Central,37.224,3.7224,0.2,3,2016,7,2016-07
CA-2016-157000,2016-07-16,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Central,20.016,6.255,0.2,3,2016,7,2016-07
CA-2015-102281,2015-10-12,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,East,899.136,112.392,0.2,4,2015,10,2015-10
CA-2015-102281,2015-10-12,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Phones,East,71.76,20.0928,0.0,6,2015,10,2015-10
CA-2015-102281,2015-10-12,Xerox 205,Paper,East,51.84,24.8832,0.0,8,2015,10,2015-10
CA-2015-102281,2015-10-12,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,East,626.352,46.9764,0.2,3,2015,10,2015-10
CA-2015-102281,2015-10-12,4009 Highlighters by Sanford,Art,East,19.9,6.567,0.0,5,2015,10,2015-10
CA-2015-131457,2015-10-31,Poly String Tie Envelopes,Envelopes,West,14.28,6.7116,0.0,7,2015,10,2015-10
CA-2014-140004,2014-03-21,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,East,7.408,1.2038,0.2,2,2014,3,2014-03
CA-2014-140004,2014-03-21,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,East,6.048,1.5876,0.2,3,2014,3,2014-03
CA-2017-107720,2017-11-06,Decoflex Hanging Personal Folder File,Storage,East,46.26,12.0276,0.0,3,2017,11,2017-11
